,ID,Group,Sex,Age,Age_cat,r_to_all_adults,s_to_all_adults,r_to_group,r_to_adults,r_to_children,N_camps_w_kin,s_to_group,s_to_adults,N_camps_w_con_or_aff_kin
210,210,g,M,2.2,CHILD,0.01336197,0.019603321,0.124644886,0.113095238,0.144856771,6,0.166666667,0.181547619,NA
211,211,g,M,65.459006,ADULT,0.007118056,0.008333333,0.060132576,0.04375,0.085336538,4,0.068181818,0.0625,NA
212,212,g,M,23,ADULT,0.012731481,0.026157407,0.134469697,0.140625,0.125,5,0.225378788,0.290625,8
213,213,g,F,21.181427,ADULT,0.015422454,0.016319444,0.068892045,0.040234375,0.112980769,5,0.090909091,0.096875,8
214,214,g,M,2.83,CHILD,0.01771506,0.024850092,0.116832386,0.13374256,0.087239583,6,0.173295455,0.232142857,NA
215,215,g,M,33.419264,ADULT,0.015422454,0.016319444,0.084043561,0.040234375,0.151442308,5,0.113636364,0.096875,8
216,216,g,F,27,ADULT,0.012731481,0.026157407,0.149621212,0.140625,0.163461538,5,0.240530303,0.290625,8
217,217,g,F,11.194817,CHILD,0.01771506,0.024850092,0.131983902,0.13374256,0.12890625,6,0.192234848,0.232142857,NA
218,218,g,F,8.04029,CHILD,0.01771506,0.024850092,0.131983902,0.13374256,0.12890625,6,0.192234848,0.232142857,NA
219,219,g,F,5.868248,CHILD,0.01771506,0.024850092,0.131983902,0.13374256,0.12890625,6,0.192234848,0.232142857,NA
220,220,g,M,60,ADULT,0.014207176,0.02662037,0.093513258,0.065234375,0.137019231,4,0.143939394,0.15,5
221,221,g,F,48,ADULT,0.00630787,0.009259259,0.07907197,0.05234375,0.120192308,2,0.121212121,0.125,5
222,222,g,M,24.246704,ADULT,0.012109375,0.019791667,0.101444129,0.083789063,0.128605769,5,0.147727273,0.1625,NA
223,223,g,M,17,CHILD,0.013909709,0.021563653,0.101444129,0.103608631,0.09765625,5,0.147727273,0.178571429,NA
224,224,g,F,14,CHILD,0.013909709,0.021563653,0.101444129,0.103608631,0.09765625,5,0.147727273,0.178571429,NA
225,225,f,F,10.432202,CHILD,0.014097094,0.016374539,0.132472826,0.091911765,0.15625,7,0.119565217,0.117647059,NA
226,226,g,F,14.880062,CHILD,0,0,0,0,0,0,0,0,NA
227,227,h,M,31.043647,ADULT,0.012962963,0.027777778,0.134328358,0.120689655,0.144736842,1,0.194029851,0.25862069,4
228,228,h,F,30.709233,ADULT,0.013599537,0.030613426,0.07369403,0.045258621,0.095394737,4,0.129664179,0.141163793,4
229,229,h,M,9.876345,CHILD,0.016922279,0.033700415,0.111473881,0.113541667,0.109797297,3,0.172108209,0.234895833,NA
230,230,h,M,4.749803,CHILD,0.016922279,0.033700415,0.111473881,0.113541667,0.109797297,3,0.172108209,0.234895833,NA
231,231,h,F,2.430573,CHILD,0.016922279,0.033700415,0.111473881,0.113541667,0.109797297,3,0.172108209,0.234895833,NA
232,232,h,M,61.930971,ADULT,0.012962963,0.027777778,0.126865672,0.120689655,0.131578947,1,0.186567164,0.25862069,1
233,233,h,F,20.042284,ADULT,0.012962963,0.027777778,0.123134328,0.120689655,0.125,1,0.182835821,0.25862069,NA
234,234,h,M,21.200974,ADULT,0.012962963,0.025925926,0.123134328,0.120689655,0.125,1,0.175373134,0.24137931,NA
235,235,h,F,7.703093,CHILD,0.010147601,0.019372694,0.078358209,0.091666667,0.067567568,1,0.115671642,0.175,NA
236,236,h,F,50.716094,ADULT,0,0.003703704,0.014925373,0,0.026315789,1,0.029850746,0.034482759,1
237,237,h,M,15.794488,CHILD,0.001845018,0.003690037,0.01119403,0.016666667,0.006756757,1,0.018656716,0.033333333,NA
238,238,h,M,44.835551,ADULT,0.012962963,0.027777778,0.141791045,0.120689655,0.157894737,1,0.201492537,0.25862069,4
239,239,h,F,35.426478,ADULT,0.013599537,0.030613426,0.081156716,0.045258621,0.108552632,4,0.137126866,0.141163793,4
240,240,h,F,8.087607,CHILD,0.016922279,0.033700415,0.118936567,0.113541667,0.123310811,3,0.179570896,0.234895833,NA
241,241,h,F,0.99244,CHILD,0.016922279,0.033700415,0.118936567,0.113541667,0.123310811,3,0.179570896,0.234895833,NA
242,242,h,F,7.127481,CHILD,0.016922279,0.033700415,0.118936567,0.113541667,0.123310811,3,0.179570896,0.234895833,NA
243,243,h,F,3.439462,CHILD,0.016922279,0.033700415,0.118936567,0.113541667,0.123310811,3,0.179570896,0.234895833,NA
244,244,h,F,6.27,CHILD,0.010147601,0.019372694,0.085820896,0.091666667,0.081081081,1,0.123134328,0.175,NA
245,245,h,F,3.05,CHILD,0.010147601,0.019372694,0.085820896,0.091666667,0.081081081,1,0.123134328,0.175,NA
246,246,h,M,27.571795,ADULT,0.012962963,0.027777778,0.134328358,0.120689655,0.144736842,1,0.194029851,0.25862069,1
247,247,h,M,0.33,CHILD,0.010147601,0.019372694,0.085820896,0.091666667,0.081081081,1,0.123134328,0.175,NA
248,248,h,F,25.45,ADULT,0,0.003703704,0.02238806,0,0.039473684,1,0.037313433,0.034482759,1
249,249,h,M,29.658754,ADULT,0.003703704,0.003703704,0.029850746,0,0.052631579,3,0.044776119,0.034482759,7
250,250,h,F,25.919097,ADULT,0.015422454,0.016319444,0.058302239,0.032327586,0.078125,5,0.044776119,0.034482759,7
251,251,h,M,6.468371,CHILD,0.013217827,0.013664668,0.051539179,0.048958333,0.053631757,6,0.052238806,0.066666667,NA
252,252,h,M,3.945533,CHILD,0.013217827,0.013664668,0.051539179,0.048958333,0.053631757,6,0.052238806,0.066666667,NA
253,253,h,M,1.270315,CHILD,0.013217827,0.013664668,0.051539179,0.048958333,0.053631757,6,0.052238806,0.066666667,NA
254,254,h,M,20.476072,ADULT,0.012962963,0.027777778,0.126865672,0.120689655,0.131578947,1,0.186567164,0.25862069,6
255,255,h,F,18.91,ADULT,0.018518519,0.034027778,0.044776119,0.034482759,0.052631579,6,0.074626866,0.103448276,6
256,256,h,M,0.483616,CHILD,0.019372694,0.034478782,0.093283582,0.108333333,0.081081081,6,0.138059701,0.208333333,NA
257,257,h,M,23.289649,ADULT,0.012152778,0.023466435,0.068563433,0.0625,0.073190789,4,0.098880597,0.137931034,9
258,258,h,F,23.919095,ADULT,0.018518519,0.034027778,0.055970149,0.034482759,0.072368421,6,0.085820896,0.103448276,9
259,259,h,M,7.79,CHILD,0.018969096,0.032331065,0.069729478,0.080208333,0.061233108,8,0.099813433,0.15,NA
260,260,h,M,5.26,CHILD,0.018969096,0.032331065,0.069729478,0.080208333,0.061233108,8,0.099813433,0.15,NA
261,261,h,M,3.42,CHILD,0.018969096,0.032331065,0.069729478,0.080208333,0.061233108,8,0.099813433,0.15,NA
262,262,h,M,1.08,CHILD,0.018969096,0.032331065,0.069729478,0.080208333,0.061233108,8,0.099813433,0.15,NA
263,263,h,M,46.210606,ADULT,0.01412037,0.024710648,0.043843284,0.038793103,0.047697368,6,0.059701493,0.086206897,6
264,264,h,F,45.09591,ADULT,0.006481481,0.014814815,0.048507463,0.051724138,0.046052632,2,0.078358209,0.120689655,6
265,265,h,F,0.4,CHILD,0.013217827,0.013664668,0.051539179,0.048958333,0.053631757,6,0.052238806,0.066666667,NA
266,266,h,M,0.41889117,CHILD,0.019689806,0.036813884,0.066697761,0.071875,0.0625,8,0.112406716,0.159895833,NA
267,267,h,M,25,ADULT,0,0.003703704,0,0,0,0,0.014925373,0.034482759,NA
268,268,h,M,23.971906,ADULT,0.013599537,0.030613426,0.069962687,0.045258621,0.088815789,4,0.125932836,0.141163793,9
269,269,h,F,20.773998,ADULT,0.018518519,0.034027778,0.048507463,0.034482759,0.059210526,6,0.078358209,0.103448276,9
270,270,h,F,2.78,CHILD,0.019689806,0.036813884,0.066697761,0.071875,0.0625,8,0.112406716,0.159895833,NA
271,271,h,M,50.039625,ADULT,0.012152778,0.011979167,0.071828358,0.056034483,0.083881579,5,0.078358209,0.064655172,6
272,272,h,F,17.311297,CHILD,0.004612546,0.013491697,0.011660448,0.010416667,0.012668919,5,0.036380597,0.060416667,6
273,273,h,M,12.842284,CHILD,0.012972786,0.017844788,0.058768657,0.060416667,0.057432432,6,0.069962687,0.082291667,NA
274,274,h,M,11.5,CHILD,0.012972786,0.017844788,0.058768657,0.060416667,0.057432432,6,0.069962687,0.082291667,NA
275,275,h,M,9.623586,CHILD,0.012972786,0.017844788,0.058768657,0.060416667,0.057432432,6,0.069962687,0.082291667,NA
276,276,h,M,64.089444,ADULT,0.006481481,0.016666667,0.020522388,0,0.036184211,6,0.037313433,0.038793103,NA
277,277,h,F,57.677601,ADULT,0.006481481,0.016203704,0.018656716,0,0.032894737,3,0.03358209,0.034482759,NA
278,278,h,M,17,CHILD,0.010147601,0.020064576,0.027052239,0.033333333,0.021959459,5,0.042910448,0.06875,NA
279,279,h,M,17.7357974,CHILD,0.016922279,0.033700415,0.118936567,0.113541667,0.123310811,3,0.179570896,0.234895833,NA
280,280,h,F,34.176915,ADULT,0.012962963,0.027777778,0.145522388,0.120689655,0.164473684,1,0.205223881,0.25862069,6
281,281,h,M,40.794355,ADULT,0.010648148,0.016724537,0.044776119,0,0.078947368,6,0.059701493,0.034482759,6
282,282,h,M,1.996951,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
283,283,h,F,4.563855,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
284,284,h,M,9.082565,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
285,285,h,F,8.260839,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
286,286,h,F,5.918265,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
287,287,i,M,77.228031,ADULT,0.018229167,0.031944444,0.230769231,0.227272727,0.233333333,4,0.302884615,0.397727273,NA
288,288,i,M,40.611318,ADULT,0.017621528,0.02974537,0.252403846,0.193181818,0.295833333,5,0.329326923,0.375,7
289,289,i,M,2.994185,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
290,290,i,F,8.030857,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
291,291,i,F,4.485777,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
292,292,i,F,27.5069,ADULT,0.006944444,0.016666667,0.115384615,0,0.2,5,0.153846154,0.090909091,7
293,293,i,F,0.25,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
294,294,i,F,8.627154,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
295,295,i,F,14.318593,CHILD,0.015927698,0.026810424,0.203125,0.171875,0.229910714,5,0.260817308,0.296875,NA
296,296,j,M,26.898208,ADULT,0.015755208,0.029918981,0.075461648,0.034007353,0.1015625,4,0.104403409,0.117647059,8
297,297,j,F,2.856415,CHILD,0.016158326,0.026550969,0.106178977,0.099826389,0.110576923,8,0.137428977,0.180555556,NA
298,298,j,M,4.519992,CHILD,0.016158326,0.026550969,0.106178977,0.099826389,0.110576923,8,0.137428977,0.180555556,NA
299,299,j,F,20.798879,ADULT,0.009273727,0.015972222,0.114169034,0.059742647,0.1484375,6,0.147727273,0.147058824,8
300,300,j,M,0.806811,CHILD,0.016158326,0.026550969,0.106178977,0.099826389,0.110576923,8,0.137428977,0.180555556,NA
301,301,i,F,50,ADULT,0.01947338,0.032986111,0.237980769,0.215909091,0.254166667,5,0.319711538,0.409090909,5
302,302,i,M,49.552019,ADULT,0.008333333,0.019444444,0.086538462,0.045454545,0.116666667,3,0.134615385,0.159090909,5
303,303,i,M,6.164842,CHILD,0.017542089,0.029808579,0.181490385,0.203125,0.162946429,4,0.246394231,0.34375,NA
304,304,i,M,8.028308,CHILD,0.017542089,0.029808579,0.181490385,0.203125,0.162946429,4,0.246394231,0.34375,NA
305,305,i,F,14.649721,CHILD,0.017542089,0.029808579,0.181490385,0.203125,0.162946429,4,0.246394231,0.34375,NA
306,306,h,F,7.205246,CHILD,0.01435655,0.018882611,0.075093284,0.097916667,0.056587838,5,0.09141791,0.139583333,NA
307,307,h,M,47.918799,ADULT,0.007407407,0.014814815,0.055970149,0.060344828,0.052631579,2,0.082089552,0.120689655,5
308,308,h,M,11.99152,CHILD,0.01435655,0.018882611,0.075093284,0.097916667,0.056587838,5,0.09141791,0.139583333,NA
309,309,h,F,48.671077,ADULT,0.01400463,0.01568287,0.079291045,0.073275862,0.083881579,5,0.085820896,0.099137931,5
310,310,h,F,13.829883,CHILD,0.01435655,0.018882611,0.075093284,0.097916667,0.056587838,5,0.09141791,0.139583333,NA
311,311,h,M,20.739453,ADULT,0.01255787,0.017100694,0.075093284,0.084051724,0.068256579,5,0.09141791,0.127155172,NA
312,312,h,M,18,ADULT,0.01255787,0.017100694,0.075093284,0.084051724,0.068256579,5,0.09141791,0.127155172,NA
313,313,i,M,43.789123,ADULT,0.017621528,0.027893519,0.194711538,0.193181818,0.195833333,5,0.252403846,0.329545455,NA
314,314,j,M,52.936112,ADULT,0.011111111,0.027546296,0.181818182,0.132352941,0.212962963,6,0.255681818,0.323529412,6
315,315,j,M,12.117608,CHILD,0.011070111,0.023869926,0.153409091,0.145833333,0.158653846,6,0.213068182,0.291666667,NA
316,316,j,F,50.28192,ADULT,0.003703704,0.012962963,0.102272727,0.058823529,0.12962963,2,0.147727273,0.176470588,6
317,317,j,F,8.281819,CHILD,0.011070111,0.023869926,0.153409091,0.145833333,0.158653846,6,0.213068182,0.291666667,NA
318,318,j,F,10.413947,CHILD,0.011070111,0.023869926,0.153409091,0.145833333,0.158653846,6,0.213068182,0.291666667,NA
319,319,j,M,7.860487,CHILD,0.011070111,0.023869926,0.153409091,0.145833333,0.158653846,6,0.213068182,0.291666667,NA
320,320,j,M,26.871146,ADULT,0.015422454,0.016319444,0.043678977,0.008272059,0.065972222,5,0.0625,0.066176471,8
321,321,j,F,25.757228,ADULT,0.009259259,0.023958333,0.170454545,0.125,0.199074074,6,0.241477273,0.308823529,8
322,322,i,F,7.5,CHILD,0.013073685,0.023408672,0.174278846,0.182291667,0.167410714,6,0.242788462,0.330729167,NA
323,323,i,F,10,CHILD,0.013073685,0.023408672,0.174278846,0.182291667,0.167410714,6,0.242788462,0.330729167,NA
324,324,i,M,53,ADULT,0.005555556,0.013888889,0.105769231,0.045454545,0.15,3,0.163461538,0.181818182,NA
325,325,i,F,52.5,ADULT,0.01328125,0.025694444,0.204326923,0.170454545,0.229166667,4,0.283653846,0.357954545,NA
326,326,i,M,17,CHILD,0.013073685,0.023408672,0.174278846,0.182291667,0.167410714,6,0.242788462,0.330729167,NA
327,327,i,M,15,CHILD,0.013073685,0.023408672,0.174278846,0.182291667,0.167410714,6,0.242788462,0.330729167,NA
328,328,i,M,23.5,ADULT,0,0.003703704,0.019230769,0,0.033333333,1,0.057692308,0.090909091,NA
329,329,i,F,22,ADULT,0.011270255,0.02349537,0.183894231,0.153409091,0.20625,6,0.271634615,0.360795455,NA
330,330,j,M,5.930427,CHILD,0.015985355,0.023754613,0.118430398,0.118489583,0.118389423,6,0.163352273,0.232638889,NA
331,331,i,M,0,CHILD,0.00930437,0.017239391,0.120793269,0.153645833,0.092633929,4,0.183894231,0.290364583,NA
332,332,i,F,21.5,ADULT,0.015755208,0.028993056,0.191105769,0.176136364,0.202083333,4,0.265625,0.352272727,NA
333,333,i,M,25.5,ADULT,0.006684028,0.005555556,0.019230769,0,0.033333333,5,0.057692308,0.090909091,NA
334,334,i,F,0.574948665,CHILD,0.014868254,0.0209006,0.124399038,0.1640625,0.090401786,7,0.180889423,0.286458333,NA
335,335,j,M,1.689687,CHILD,0.015985355,0.023754613,0.118430398,0.118489583,0.118389423,6,0.163352273,0.232638889,NA
336,336,j,M,4.511877,CHILD,0.015985355,0.023754613,0.118430398,0.118489583,0.118389423,6,0.163352273,0.232638889,NA
337,337,j,F,0,CHILD,0.016158326,0.026550969,0.106178977,0.099826389,0.110576923,8,0.137428977,0.180555556,NA
338,338,j,M,26.052643,ADULT,0.00306713,0.008796296,0.014204545,0.001838235,0.021990741,3,0.034090909,0.058823529,7
339,339,j,F,20.434141,ADULT,0.009259259,0.023958333,0.159090909,0.125,0.180555556,6,0.230113636,0.308823529,7
340,340,j,M,0.872934,CHILD,0.009830489,0.020006919,0.098011364,0.115451389,0.0859375,5,0.143465909,0.229166667,NA
341,341,j,M,42.118708,ADULT,0.009259259,0.022916667,0.164772727,0.102941176,0.203703704,6,0.227272727,0.264705882,7
342,342,j,F,41.455268,ADULT,0.013599537,0.030613426,0.108309659,0.064338235,0.13599537,4,0.178977273,0.194852941,7
343,343,j,M,4.937285,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
344,344,j,F,2.979569,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
345,345,j,F,8.208538,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
346,346,j,F,7.136345,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
347,347,j,F,47.933597,ADULT,0.009866898,0.011574074,0.090909091,0.058823529,0.111111111,6,0.113636364,0.117647059,NA
348,348,j,M,11.023751,CHILD,0.011084525,0.015913284,0.091441761,0.084201389,0.096454327,6,0.113636364,0.138888889,NA
349,349,j,M,9.130408,CHILD,0.011084525,0.015913284,0.091441761,0.084201389,0.096454327,6,0.113636364,0.138888889,NA
350,350,j,F,3.816697,CHILD,0.011084525,0.015913284,0.091441761,0.084201389,0.096454327,6,0.113636364,0.138888889,NA
351,351,j,M,43.515052,ADULT,0.007407407,0.018055556,0.0625,0.044117647,0.074074074,3,0.102272727,0.147058824,6
352,352,j,F,43.192026,ADULT,0.010185185,0.024768519,0.153409091,0.117647059,0.175925926,6,0.221590909,0.294117647,6
353,353,j,F,7.319592,CHILD,0.012453875,0.025023063,0.119318182,0.131944444,0.110576923,6,0.173295455,0.263888889,NA
354,354,j,M,7.121038,CHILD,0.012453875,0.025023063,0.119318182,0.131944444,0.110576923,6,0.173295455,0.263888889,NA
355,355,j,F,12.414873,CHILD,0.012453875,0.025023063,0.119318182,0.131944444,0.110576923,6,0.173295455,0.263888889,NA
356,356,j,M,19.656768,ADULT,0.003009259,0.003703704,0,0,0,2,0.022727273,0.058823529,8
357,357,j,F,19.017714,ADULT,0.010648148,0.025115741,0.119318182,0.110294118,0.125,6,0.184659091,0.279411765,8
358,358,j,M,67.231958,ADULT,0.009259259,0.028240741,0.068181818,0.058823529,0.074074074,2,0.136363636,0.176470588,NA
359,359,j,F,23.586951,ADULT,0.009273727,0.015972222,0.102805398,0.059742647,0.129918981,6,0.136363636,0.147058824,8
360,360,j,M,0.04,CHILD,0.015084467,0.027819419,0.105557528,0.114149306,0.099609375,7,0.161931818,0.230902778,NA
361,361,j,M,3.504898,CHILD,0.015084467,0.027819419,0.105557528,0.114149306,0.099609375,7,0.161931818,0.230902778,NA
362,362,j,M,14.575074,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
363,363,j,F,16.974271,CHILD,0.01507726,0.031278828,0.14790483,0.134548611,0.157151442,6,0.21875,0.286458333,NA
364,364,j,F,12.3384,CHILD,0.011070111,0.023869926,0.153409091,0.145833333,0.158653846,6,0.213068182,0.291666667,NA
365,365,j,M,28.390677,ADULT,0.013599537,0.030613426,0.085582386,0.064338235,0.098958333,4,0.15625,0.194852941,8
366,366,k,F,23.355086,ADULT,0.012268519,0.009259259,0.1578125,0.139705882,0.171195652,3,0.125,0.147058824,NA
367,367,k,M,1.33,CHILD,0.013491697,0.019315037,0.08515625,0.09375,0.078125,5,0.08125,0.125,NA
368,368,c,M,18.47227926,ADULT,0.015393519,0.005324074,0.005045573,0.00390625,0.005859375,5,0,0,NA
369,369,h,M,1.040383299,CHILD,0.01545203,0.025859087,0.10261194,0.091666667,0.111486486,5,0.139925373,0.175,NA
370,370,l,M,24.207579,ADULT,0.012789352,0.025318287,0.235119048,0.181818182,0.29375,5,0.37202381,0.443181818,8
371,371,l,F,21.458337,ADULT,0.005208333,0.00462963,0,0,0,3,0.047619048,0.090909091,8
372,372,l,M,30.85,ADULT,0.009172454,0.01400463,0.023809524,0.045454545,0,5,0.071428571,0.136363636,7
373,373,l,F,19.698768,ADULT,0.012789352,0.025318287,0.235119048,0.181818182,0.29375,5,0.37202381,0.443181818,7
374,374,l,M,47.008179,ADULT,0.006828704,0.016666667,0.166666667,0.090909091,0.25,3,0.261904762,0.272727273,7
375,375,l,F,40.181476,ADULT,0.015046296,0.0265625,0.255952381,0.181818182,0.3375,6,0.386904762,0.431818182,7
376,376,l,F,11.344212,CHILD,0.014587177,0.025224862,0.235119048,0.208333333,0.270833333,5,0.348214286,0.40625,NA
377,377,l,F,9.308183,CHILD,0.014587177,0.025224862,0.235119048,0.208333333,0.270833333,5,0.348214286,0.40625,NA
378,378,l,F,4.696287,CHILD,0.014587177,0.025224862,0.235119048,0.208333333,0.270833333,5,0.348214286,0.40625,NA
379,379,l,F,2,CHILD,0.014587177,0.025224862,0.235119048,0.208333333,0.270833333,5,0.348214286,0.40625,NA
380,380,l,M,0.438329,CHILD,0.014587177,0.025224862,0.235119048,0.208333333,0.270833333,5,0.348214286,0.40625,NA
381,381,l,M,27.798565,ADULT,0,0.00462963,0.071428571,0,0.15,2,0.119047619,0.090909091,10
382,382,l,F,24.165016,ADULT,0.022569444,0.039265046,0.244047619,0.181818182,0.3125,10,0.363095238,0.409090909,10
383,383,l,M,5,CHILD,0.014933118,0.025556388,0.181547619,0.166666667,0.201388889,5,0.264880952,0.3125,NA
384,384,l,F,2.82476,CHILD,0.014933118,0.025556388,0.181547619,0.166666667,0.201388889,5,0.264880952,0.3125,NA
385,385,l,M,1.355517,CHILD,0.014933118,0.025556388,0.181547619,0.166666667,0.201388889,5,0.264880952,0.3125,NA
386,386,l,M,73.310325,ADULT,0.006481481,0.011111111,0.023809524,0.045454545,0,2,0.047619048,0.090909091,NA
387,387,d,F,0.82,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
388,388,m,F,21.835522,ADULT,0.016435185,0.029918981,0.071428571,0.05,0.083333333,10,0.107142857,0.15,NA
389,389,m,M,2.748469,CHILD,0.010032288,0.016749308,0.053571429,0.068181818,0.044117647,5,0.0625,0.113636364,NA
390,390,m,F,4.671793,CHILD,0.010032288,0.016749308,0.053571429,0.068181818,0.044117647,5,0.0625,0.113636364,NA
391,391,m,M,0.33,CHILD,0.011877306,0.020439345,0.0625,0.113636364,0.029411765,5,0.098214286,0.204545455,NA
392,392,m,M,22,ADULT,0,0.003703704,0.017857143,0,0.027777778,1,0.053571429,0.1,NA
393,393,c,F,16.41546886,CHILD,0.007192689,0.004612546,0.044270833,0.044921875,0.043619792,6,0.104166667,0.166666667,NA
394,394,d,M,30,ADULT,0,0.001851852,0.010526316,0,0.018181818,1,0.015789474,0.0125,NA
395,395,d,F,24,ADULT,0.007595486,0.018055556,0.056661184,0.046972656,0.063707386,2,0.081907895,0.10859375,NA
396,396,d,M,0.098562628,CHILD,0.007473766,0.013607011,0.038856908,0.047303735,0.032443576,1,0.054111842,0.083460366,NA
397,397,d,F,2.5,CHILD,0.007473766,0.013607011,0.038856908,0.047303735,0.032443576,1,0.054111842,0.083460366,NA
398,398,d,M,23.5,ADULT,0.015465856,0.026128472,0.081825658,0.089941406,0.075923295,5,0.109375,0.16640625,NA
399,399,d,F,19.5,ADULT,0.008246528,0.009259259,0.016529605,0.019726563,0.014204545,7,0.010526316,0.025,NA
400,400,d,F,19.75359343,ADULT,0,0.003703704,0.005263158,0,0.009090909,1,0.015789474,0.025,NA
401,401,d,M,1.952087611,CHILD,0.016871829,0.028597786,0.071535773,0.087318979,0.059552228,5,0.096628289,0.150724085,NA
402,402,d,M,0.249144422,CHILD,0.013217827,0.009571033,0.046474095,0.055783155,0.039406105,6,0.026315789,0.048780488,NA
403,403,d,M,48,ADULT,0.011487269,0.021759259,0.085690789,0.068945313,0.097869318,3,0.115131579,0.1421875,7
404,404,d,F,44.029868,ADULT,0.010648148,0.016724537,0.065460526,0.0421875,0.082386364,6,0.072697368,0.07578125,7
405,405,d,M,14.334044,CHILD,0.014716905,0.022860932,0.080838816,0.078601372,0.082537616,5,0.099177632,0.130716463,NA
406,406,d,F,12.48952,CHILD,0.014716905,0.022860932,0.080838816,0.078601372,0.082537616,5,0.099177632,0.130716463,NA
407,407,d,F,9.648627,CHILD,0.014716905,0.022860932,0.080838816,0.078601372,0.082537616,5,0.099177632,0.130716463,NA
408,408,d,M,7.755808,CHILD,0.014716905,0.022860932,0.080838816,0.078601372,0.082537616,5,0.099177632,0.130716463,NA
409,409,d,M,5.712153,CHILD,0.014716905,0.022860932,0.080838816,0.078601372,0.082537616,5,0.099177632,0.130716463,NA
410,410,d,F,8.671846,CHILD,0.006601707,0.007841328,0.026120477,0.025533537,0.026566117,4,0.025,0.030487805,NA
411,411,d,M,12.88,CHILD,0.012453875,0.017037592,0.048190789,0.072408537,0.029803241,5,0.058388158,0.105182927,NA
