,ID,Group,Sex,Age,Age_cat,r_to_all_adults,s_to_all_adults,r_to_group,r_to_adults,r_to_children,N_camps_w_kin,s_to_group,s_to_adults,N_camps_w_con_or_aff_kin
412,412,d,M,10.77425,CHILD,0.006601707,0.007841328,0.026120477,0.025533537,0.026566117,4,0.025,0.030487805,NA
413,413,d,M,67.324763,ADULT,0.011516204,0.009259259,0.038322368,0.039453125,0.0375,5,0.026315789,0.0375,5
414,414,d,F,72.795455,ADULT,0.006481481,0.014814815,0.015789474,0.0125,0.018181818,3,0.026315789,0.0375,5
415,415,d,F,44.969781,ADULT,0.010850694,0.013888889,0.034950658,0.038476563,0.032386364,5,0.034210526,0.05,NA
416,416,d,M,15.460622,CHILD,0.011286324,0.011300738,0.033922697,0.040110518,0.029224537,4,0.028618421,0.045731707,NA
417,417,d,M,26.557421,ADULT,0.026461227,0.046296296,0.127282072,0.129003906,0.12602983,10,0.166940789,0.233984375,NA
418,418,d,M,51.331363,ADULT,0.021903935,0.037847222,0.134046053,0.134570313,0.133664773,2,0.175986842,0.2421875,NA
419,419,d,F,47.019089,ADULT,0.027314815,0.047337963,0.104728618,0.0984375,0.109303977,11,0.131578947,0.17578125,NA
420,420,d,M,21.033474,ADULT,0.026461227,0.044781145,0.124650493,0.129003906,0.121484375,10,0.153907496,0.214015152,11
421,421,d,M,19,ADULT,0.026461227,0.044444444,0.124650493,0.129003906,0.121484375,10,0.159046053,0.221484375,NA
422,422,d,F,16,CHILD,0.028208602,0.046125461,0.124650493,0.138052591,0.114474826,10,0.159046053,0.228277439,NA
423,423,d,M,13.162753,CHILD,0.028208602,0.046125461,0.124650493,0.138052591,0.114474826,10,0.159046053,0.228277439,NA
424,424,d,F,10.381523,CHILD,0.028208602,0.046125461,0.124650493,0.138052591,0.114474826,10,0.159046053,0.228277439,NA
425,425,l,F,14.196654,CHILD,0.024331181,0.039120157,0.208333333,0.208333333,0.208333333,10,0.303571429,0.375,NA
426,426,d,M,11.115774,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
427,427,l,F,49.7608,ADULT,0.015046296,0.025636574,0.238095238,0.181818182,0.3,6,0.357142857,0.409090909,14
428,428,l,M,53.828567,ADULT,0.026388889,0.045486111,0.130952381,0.090909091,0.175,11,0.202380952,0.227272727,14
429,429,l,M,19.833479,ADULT,0.022569444,0.037413194,0.208333333,0.181818182,0.2375,10,0.303571429,0.363636364,NA
430,430,l,M,12.28801,CHILD,0.024331181,0.039120157,0.208333333,0.208333333,0.208333333,10,0.303571429,0.375,NA
431,431,d,M,43.211687,ADULT,0.020052083,0.035069444,0.139309211,0.122070313,0.151846591,2,0.18125,0.2296875,4
432,432,d,F,37.072435,ADULT,0.007175926,0.009722222,0.047368421,0.0125,0.072727273,3,0.061842105,0.05,4
433,433,d,F,20,ADULT,0.015465856,0.026099537,0.101233553,0.079785156,0.116832386,3,0.134703947,0.16484375,12
434,434,d,F,NA,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
435,435,d,F,14.3,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
436,436,d,M,11.385277,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
437,437,d,F,10.33,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
438,438,d,F,7.45,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
439,439,d,M,4.67,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
440,440,d,M,1.267624914,CHILD,0.017253805,0.026003229,0.098601974,0.090034299,0.10510706,3,0.126809211,0.160823171,NA
441,441,d,M,26.634353,ADULT,0.016435185,0.030613426,0.067495888,0.06484375,0.069424716,11,0.093421053,0.137890625,12
442,442,d,F,2.65,CHILD,0.0195817,0.031941882,0.089627878,0.09494093,0.085593895,7,0.119325658,0.172065549,NA
443,443,d,M,46.919969,ADULT,0.013888889,0.019386574,0.064802632,0.0734375,0.058522727,6,0.074671053,0.115625,6
444,444,d,F,40.92265572,ADULT,0.003703704,0.007407407,0.021052632,0.025,0.018181818,1,0.031578947,0.05,6
445,445,d,M,21.68651608,ADULT,0.010648148,0.015248843,0.048190789,0.06171875,0.038352273,5,0.058388158,0.0953125,NA
446,446,d,M,19.56194387,ADULT,0.010648148,0.015248843,0.048190789,0.06171875,0.038352273,5,0.058388158,0.0953125,NA
447,447,d,F,6.47,CHILD,0.012453875,0.017037592,0.048190789,0.072408537,0.029803241,5,0.058388158,0.105182927,NA
448,448,d,M,55.926106,ADULT,0.01333912,0.024537037,0.085690789,0.081445313,0.088778409,3,0.117763158,0.1609375,7
449,449,d,F,51.426421,ADULT,0.013888889,0.0203125,0.067434211,0.0734375,0.063068182,6,0.079934211,0.121875,7
450,450,d,F,25.176116,ADULT,0.015465856,0.02427662,0.081825658,0.089941406,0.075923295,5,0.104111842,0.15390625,NA
451,451,d,F,17.5,CHILD,0.017253805,0.026032057,0.081825658,0.099942835,0.068070023,5,0.104111842,0.162347561,NA
452,452,d,M,13.5,CHILD,0.017253805,0.026032057,0.081825658,0.099942835,0.068070023,5,0.104111842,0.162347561,NA
453,453,d,M,10.014538,CHILD,0.017253805,0.026032057,0.081825658,0.099942835,0.068070023,5,0.104111842,0.162347561,NA
454,454,d,F,38.137595,ADULT,0,0.003703704,0.042105263,0,0.072727273,1,0.052631579,0.025,11
455,455,d,M,17.929723,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
456,456,d,M,13.049983,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
457,457,d,F,8.186784,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
458,458,d,F,4.433768,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
459,459,d,M,1.852433,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
460,460,d,M,49.139992,ADULT,0.024537037,0.042708333,0.108675987,0.0796875,0.129758523,11,0.132894737,0.15078125,11
461,461,d,M,6.352299,CHILD,0.015913284,0.026810424,0.080653783,0.063262195,0.093858507,10,0.098026316,0.110137195,NA
462,462,d,M,30.222873,ADULT,0.019126157,0.033217593,0.127467105,0.115820313,0.1359375,2,0.166776316,0.2171875,NA
463,463,d,F,29.024711,ADULT,0.01412037,0.026909722,0.070127467,0.05234375,0.08306108,10,0.092105263,0.112890625,NA
464,464,d,F,9.552967,CHILD,0.02025196,0.033642758,0.104060444,0.106421494,0.102267795,5,0.134703947,0.185403963,NA
465,465,d,F,7.98449,CHILD,0.02025196,0.033642758,0.104060444,0.106421494,0.102267795,5,0.134703947,0.185403963,NA
466,466,d,F,5.976342,CHILD,0.02025196,0.033642758,0.104060444,0.106421494,0.102267795,5,0.134703947,0.185403963,NA
467,467,d,M,2.615521,CHILD,0.02025196,0.033642758,0.104060444,0.106421494,0.102267795,5,0.134703947,0.185403963,NA
468,468,d,F,13,CHILD,0,0,0,0,0,0,0,0,NA
469,469,d,M,35.023133,ADULT,0.010648148,0.016724537,0.060197368,0.0421875,0.073295455,6,0.067434211,0.07578125,6
470,470,d,F,27.309277,ADULT,0.007595486,0.01712963,0.059292763,0.046972656,0.068252841,2,0.084539474,0.10859375,6
471,471,d,F,7.879256,CHILD,0.012778194,0.020554659,0.065008224,0.067883003,0.062825521,5,0.08125,0.114329268,NA
472,472,d,F,5.344635,CHILD,0.012778194,0.020554659,0.065008224,0.067883003,0.062825521,5,0.08125,0.114329268,NA
473,473,d,M,2.650683,CHILD,0.012778194,0.020554659,0.065008224,0.067883003,0.062825521,5,0.08125,0.114329268,NA
474,474,d,F,53.607567,ADULT,0.026388889,0.046412037,0.103412829,0.0921875,0.111576705,11,0.131578947,0.17578125,12
475,475,d,M,53.085603,ADULT,0.002777778,0.007407407,0.015789474,0.0125,0.018181818,2,0.028947368,0.05,12
476,476,d,M,14.158642,CHILD,0.018219557,0.030500461,0.064864309,0.075457317,0.05682147,11,0.085526316,0.134527439,NA
477,477,d,M,4.888216,CHILD,0.009109779,0,0.033747944,0.037728659,0.03072555,5,0,0,NA
478,478,d,M,77.334863,ADULT,0.013888889,0.025925926,0.097368421,0.0875,0.104545455,2,0.128947368,0.16875,NA
479,479,d,F,68.90559,ADULT,0.020659722,0.033101852,0.125986842,0.119140625,0.130965909,7,0.1625,0.215625,NA
480,480,d,F,4.776584,CHILD,0.006601707,0.007841328,0.026120477,0.025533537,0.026566117,4,0.025,0.030487805,NA
481,481,d,F,24.09,ADULT,0.015393519,0.008101852,0.071854441,0.064160156,0.077450284,6,0.021052632,0.025,8
482,482,d,M,28.105956,ADULT,0.003703704,0.003703704,0.010526316,0,0.018181818,3,0.021052632,0.025,8
483,483,d,M,2.17,CHILD,0.013217827,0.009571033,0.046474095,0.055783155,0.039406105,6,0.026315789,0.048780488,NA
484,484,m,F,21.427618,ADULT,0.006597222,0.003703704,0.059709821,0.003125,0.091145833,7,0.089285714,0.1,NA
485,485,m,M,33.140621,ADULT,0.009953704,0.011111111,0.21875,0.1125,0.277777778,4,0.285714286,0.3,NA
486,486,m,M,15,CHILD,0.012662881,0.007380074,0.150251116,0.108664773,0.177159926,4,0.151785714,0.181818182,NA
487,487,m,M,12.497513,CHILD,0.012662881,0.007380074,0.150251116,0.108664773,0.177159926,4,0.151785714,0.181818182,NA
488,488,m,F,4.856747,CHILD,0.011934963,0.011070111,0.157087054,0.143465909,0.165900735,7,0.205357143,0.272727273,NA
489,489,m,M,1.769914,CHILD,0.011934963,0.011070111,0.157087054,0.143465909,0.165900735,7,0.205357143,0.272727273,NA
490,490,m,F,38.658542,ADULT,0.009953704,0.011111111,0.245535714,0.1125,0.319444444,4,0.3125,0.3,NA
491,491,m,M,42.849115,ADULT,0.008333333,0.003703704,0.154575893,0.003125,0.238715278,4,0.178571429,0.1,NA
492,492,m,F,15.426736,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
493,493,m,M,11.810561,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
494,494,m,M,5.033586,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
495,495,m,F,7.886871,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
496,496,m,F,7.994083,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
497,497,m,F,6.358006,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
498,498,m,M,2.895074,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
499,499,m,M,0.5,CHILD,0.012799815,0.011070111,0.217912946,0.143465909,0.266084559,3,0.263392857,0.272727273,NA
500,500,m,M,23.832409,ADULT,0.009953704,0.011111111,0.191964286,0.1125,0.236111111,4,0.258928571,0.3,NA
501,501,m,F,59.312726,ADULT,0.006018519,0.003703704,0.046875,0.0375,0.052083333,3,0.035714286,0.1,NA
502,502,m,M,58.890532,ADULT,0,0.003703704,0,0,0,0,0.035714286,0.1,NA
503,503,m,F,55.111953,ADULT,0.027314815,0.045949074,0.044642857,0.05,0.041666667,11,0.0625,0.1,NA
504,504,m,F,21.47749,ADULT,0.000810185,0.003703704,0.035714286,0,0.055555556,4,0.071428571,0.1,NA
505,505,m,M,2.825462012,CHILD,0.009052122,0.011070111,0.131696429,0.142045455,0.125,3,0.183035714,0.272727273,NA
506,506,m,M,1,CHILD,0.009052122,0.011070111,0.131696429,0.142045455,0.125,3,0.183035714,0.272727273,NA
507,507,m,M,0.005475702,CHILD,0.011934963,0.011070111,0.157087054,0.143465909,0.165900735,7,0.205357143,0.272727273,NA
508,508,n,M,65.240147,ADULT,0.005555556,0.001851852,0.048214286,0.058823529,0.038194444,3,0.014285714,0.029411765,NA
509,509,n,F,32.5,ADULT,0.003703704,0.001851852,0.03125,0.044117647,0.019097222,3,0.014285714,0.029411765,NA
510,510,n,M,38.5,ADULT,0.007407407,0.008796296,0.125,0.117647059,0.131944444,1,0.116071429,0.139705882,NA
511,511,n,F,22.711979,ADULT,0.010185185,0.015277778,0.114285714,0.088235294,0.138888889,5,0.157142857,0.176470588,NA
512,512,n,M,4.787474,CHILD,0.012453875,0.015682657,0.133928571,0.152777778,0.113970588,5,0.150892857,0.204861111,NA
513,513,n,M,2.012245,CHILD,0.012453875,0.015682657,0.133928571,0.152777778,0.113970588,5,0.150892857,0.204861111,NA
514,514,n,M,58.248539,ADULT,0.002777778,0,0.028571429,0,0.055555556,5,0.028571429,0,NA
515,515,n,F,50.079068,ADULT,0.010185185,0.009259259,0.114285714,0.088235294,0.138888889,2,0.142857143,0.147058824,NA
516,516,n,M,19.394808,ADULT,0.010185185,0.013425926,0.1,0.088235294,0.111111111,5,0.128571429,0.147058824,NA
517,517,n,F,14.796469,CHILD,0.01199262,0.015221402,0.1,0.111111111,0.088235294,5,0.128571429,0.166666667,NA
518,518,n,M,9.535358,CHILD,0.010147601,0.008302583,0.085714286,0.097222222,0.073529412,5,0.1,0.125,NA
519,519,n,M,6.726681,CHILD,0.010147601,0.008302583,0.085714286,0.097222222,0.073529412,5,0.1,0.125,NA
520,520,n,M,45.726829,ADULT,0.000231481,0.003703704,0.028571429,0,0.055555556,2,0.057142857,0.058823529,NA
521,521,n,F,23.573559,ADULT,0.010185185,0.015277778,0.114285714,0.088235294,0.138888889,5,0.157142857,0.176470588,NA
522,522,n,F,3.866245,CHILD,0.008879151,0.013145756,0.085714286,0.097222222,0.073529412,5,0.121428571,0.166666667,NA
523,523,n,M,1.645079,CHILD,0.008879151,0.013145756,0.085714286,0.097222222,0.073529412,5,0.121428571,0.166666667,NA
524,524,n,F,45.564181,ADULT,0.009259259,0.010185185,0.164285714,0.147058824,0.180555556,1,0.164285714,0.161764706,NA
525,525,n,M,52.919156,ADULT,0.008101852,0.008333333,0.117857143,0.080882353,0.152777778,3,0.121428571,0.088235294,NA
526,526,n,F,20,ADULT,0.010532407,0.011111111,0.155357143,0.143382353,0.166666667,2,0.157142857,0.154411765,NA
527,527,n,M,10.396314,CHILD,0.012338561,0.012915129,0.155357143,0.163194444,0.147058824,2,0.157142857,0.173611111,NA
528,528,n,F,14.5,CHILD,0.012338561,0.012915129,0.155357143,0.163194444,0.147058824,2,0.157142857,0.173611111,NA
529,529,n,F,6.138444,CHILD,0.012338561,0.012915129,0.155357143,0.163194444,0.147058824,2,0.157142857,0.173611111,NA
530,530,n,F,23.37469,ADULT,0,0.003703704,0.042857143,0,0.083333333,1,0.071428571,0.058823529,NA
531,531,n,M,24.000616,ADULT,0.010532407,0.012962963,0.176785714,0.143382353,0.208333333,2,0.192857143,0.183823529,NA
532,532,n,F,9.43693,CHILD,0.008936808,0.01199262,0.124107143,0.123263889,0.125,2,0.146428571,0.170138889,NA
533,533,n,M,7.453067,CHILD,0.008936808,0.01199262,0.124107143,0.123263889,0.125,2,0.146428571,0.170138889,NA
534,534,n,F,1.828854,CHILD,0.008936808,0.01199262,0.124107143,0.123263889,0.125,2,0.146428571,0.170138889,NA
535,535,n,M,63.805394,ADULT,0.007407407,0.010185185,0.110714286,0.117647059,0.104166667,1,0.132142857,0.161764706,NA
536,536,n,F,23.293315,ADULT,0.007407407,0.006018519,0.110714286,0.117647059,0.104166667,1,0.073214286,0.095588235,NA
537,537,n,F,6.851608,CHILD,0.009095364,0.013376384,0.071428571,0.055555556,0.088235294,4,0.1,0.111111111,NA
538,538,n,F,43.925125,ADULT,0,0.003703704,0.057142857,0,0.111111111,1,0.085714286,0.058823529,NA
539,539,n,M,48,ADULT,0.010850694,0.015740741,0.057142857,0,0.111111111,5,0.085714286,0.058823529,NA
540,540,n,M,9.207089,CHILD,0.009095364,0.013376384,0.071428571,0.055555556,0.088235294,4,0.1,0.111111111,NA
541,541,n,F,4.641333,CHILD,0.009095364,0.013376384,0.071428571,0.055555556,0.088235294,4,0.1,0.111111111,NA
542,542,n,M,0.5,CHILD,0.009095364,0.013376384,0.071428571,0.055555556,0.088235294,4,0.1,0.111111111,NA
543,543,n,F,3.5,CHILD,0.012338561,0.012915129,0.155357143,0.163194444,0.147058824,2,0.157142857,0.173611111,NA
544,544,k,F,49.316084,ADULT,0.004166667,0.003703704,0.0421875,0.058823529,0.029891304,2,0.025,0.058823529,NA
545,545,k,M,64.950648,ADULT,0.003703704,0.002777778,0.01875,0.044117647,0,2,0.01875,0.044117647,NA
546,546,k,F,22.947112,ADULT,0.003009259,0.002777778,0.02734375,0.044117647,0.014945652,2,0.01875,0.044117647,NA
547,547,k,F,12.787703,CHILD,0.005131458,0.003488238,0.033007813,0.013888889,0.048650568,6,0.009179688,0.003038194,NA
548,548,k,M,54.45558,ADULT,0.010648148,0.007407407,0.109375,0.102941176,0.114130435,3,0.10625,0.117647059,NA
549,549,k,F,51.163125,ADULT,0.010185185,0.007407407,0.16875,0.117647059,0.206521739,4,0.10625,0.117647059,NA
550,550,k,M,22.815716,ADULT,0.012268519,0.009259259,0.1515625,0.139705882,0.160326087,3,0.11875,0.147058824,NA
551,551,k,F,13.822194,CHILD,0.014068266,0.011070111,0.1515625,0.159722222,0.144886364,3,0.11875,0.166666667,NA
552,552,k,M,11.230846,CHILD,0.014068266,0.011070111,0.1515625,0.159722222,0.144886364,3,0.11875,0.166666667,NA
553,553,k,M,10.982481,CHILD,0.014068266,0.011070111,0.1515625,0.159722222,0.144886364,3,0.11875,0.166666667,NA
554,554,k,F,12.669959,CHILD,0.005765683,0,0.0671875,0.055555556,0.076704545,4,0,0,NA
555,555,k,M,6.833679,CHILD,0.014068266,0.011070111,0.1515625,0.159722222,0.144886364,3,0.11875,0.166666667,NA
556,556,k,F,50.012265,ADULT,0.009259259,0.009259259,0.0703125,0.095588235,0.051630435,3,0.075,0.147058824,NA
557,557,k,M,56.73446,ADULT,0.007407407,0.009259259,0.040625,0.058823529,0.027173913,3,0.075,0.147058824,NA
558,558,k,F,13.097719,CHILD,0.01199262,0.012915129,0.06796875,0.128472222,0.018465909,4,0.0875,0.194444444,NA
559,559,k,M,22.783539,ADULT,0.010185185,0.012962963,0.06796875,0.106617647,0.039402174,4,0.1,0.205882353,NA
560,560,k,F,18.956,ADULT,0.016087963,0.024681713,0.17109375,0.117647059,0.210597826,5,0.187890625,0.205882353,NA
561,561,k,M,48.948534,ADULT,0.010185185,0.009259259,0.190625,0.117647059,0.244565217,4,0.1625,0.147058824,NA
562,562,k,F,41.447574,ADULT,0.018287037,0.032696759,0.1265625,0.058823529,0.176630435,10,0.16328125,0.147058824,NA
563,563,k,M,NA,ADULT,0.016087963,0.022829861,0.17109375,0.117647059,0.210597826,5,0.175390625,0.176470588,NA
564,564,k,F,10.650527,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
565,565,k,M,13.903094,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
566,566,k,M,13.255568,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
567,567,k,F,7.241417,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
568,568,k,M,4.864103,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
569,569,k,F,4.230312,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
570,570,k,M,1.301383,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
571,571,k,M,10.724524,CHILD,0.002652214,0.001845018,0.0546875,0.038194444,0.068181818,1,0.028125,0.027777778,NA
572,572,k,M,9.737225,CHILD,0.005131458,0.003488238,0.033007813,0.013888889,0.048650568,6,0.009179688,0.003038194,NA
573,573,k,F,44.230124,ADULT,0.000231481,0,0.04375,0,0.076086957,2,0.04375,0,NA
574,574,k,M,5.793676,CHILD,0.002652214,0.001845018,0.0546875,0.038194444,0.068181818,1,0.028125,0.027777778,NA
575,575,k,M,13.991982,CHILD,0.012799815,0.011070111,0.09453125,0.09375,0.095170455,3,0,0,NA
576,576,k,M,6,CHILD,0.017873616,0.024590637,0.17109375,0.138888889,0.197443182,5,0.175390625,0.194444444,NA
577,577,k,M,19,ADULT,0.010185185,0.011111111,0.06796875,0.106617647,0.039402174,4,0.0875,0.176470588,NA
578,578,k,M,7.32974,CHILD,0.002652214,0.001845018,0.0546875,0.038194444,0.068181818,1,0.028125,0.027777778,NA
579,579,k,F,34.776609,ADULT,0.004861111,0.003703704,0.0484375,0.044117647,0.051630435,3,0.0375,0.058823529,3
580,580,k,M,38.171332,ADULT,0,0.003703704,0.0125,0,0.02173913,1,0.0375,0.058823529,3
581,581,k,F,1.33,CHILD,0.006111624,0.007380074,0.04296875,0.076388889,0.015625,2,0.05,0.111111111,NA
582,582,k,F,0.024640657,CHILD,0.003286439,0.002767528,0.030859375,0.019097222,0.040482955,5,0.015625,0.013888889,NA
583,583,o,F,0.654346338,CHILD,0.014990775,0.027156365,0.13608871,0.158333333,0.115234375,9,0.201612903,0.295833333,NA
584,584,o,M,0.079397673,CHILD,0.005765683,0.010608856,0.088709677,0.104166667,0.07421875,1,0.131048387,0.191666667,NA
585,585,b,M,68,ADULT,0.004166667,0,0.023584906,0.02173913,0.025,2,0,0,NA
586,586,o,M,NA,ADULT,0.004166667,0.001851852,0.072580645,0.080357143,0.066176471,2,0.02016129,0.035714286,NA
587,587,o,M,42.845203,ADULT,0.003703704,0.009259259,0.080645161,0.071428571,0.088235294,1,0.129032258,0.178571429,1
588,588,o,F,41.774581,ADULT,0.008333333,0.018518519,0.177419355,0.160714286,0.191176471,1,0.266129032,0.357142857,1
589,589,o,M,NA,ADULT,0.00787037,0.015740741,0.14516129,0.151785714,0.139705882,1,0.213709677,0.303571429,NA
590,590,o,M,12.290335,CHILD,0.009686347,0.017527675,0.14516129,0.175,0.1171875,1,0.213709677,0.316666667,NA
591,591,o,F,8.736481862,CHILD,0.009686347,0.017527675,0.14516129,0.175,0.1171875,1,0.213709677,0.316666667,NA
592,592,o,F,18.78,ADULT,0.00787037,0.017592593,0.161290323,0.151785714,0.169117647,1,0.245967742,0.339285714,2
593,593,o,M,24.851313,ADULT,0.004166667,0.00462963,0.080645161,0.080357143,0.080882353,2,0.056451613,0.089285714,2
594,594,o,M,1.46,CHILD,0.009686347,0.014760148,0.137096774,0.175,0.1015625,1,0.16733871,0.266666667,NA
595,595,o,F,26.634579,ADULT,0.010185185,0.021759259,0.247983871,0.196428571,0.290441176,2,0.346774194,0.419642857,6
596,596,o,M,35,ADULT,0.006712963,0.003703704,0.064516129,0,0.117647059,5,0.096774194,0.071428571,6
597,597,o,F,6.49,CHILD,0.012107934,0.016374539,0.172379032,0.158333333,0.185546875,4,0.237903226,0.295833333,NA
598,598,o,M,5.594584,CHILD,0.012107934,0.016374539,0.172379032,0.158333333,0.185546875,4,0.237903226,0.295833333,NA
599,599,o,M,3.127895,CHILD,0.012107934,0.016374539,0.172379032,0.158333333,0.185546875,4,0.237903226,0.295833333,NA
600,600,o,M,1.256332,CHILD,0.012107934,0.016374539,0.172379032,0.158333333,0.185546875,4,0.237903226,0.295833333,NA
601,601,o,M,62.170305,ADULT,0.007407407,0.014814815,0.181451613,0.142857143,0.213235294,2,0.241935484,0.285714286,2
602,602,o,F,56.62873,ADULT,0.009259259,0.021296296,0.217741935,0.178571429,0.25,1,0.322580645,0.410714286,2
603,603,o,M,14.70396,CHILD,0.01199262,0.021678967,0.215725806,0.216666667,0.21484375,2,0.298387097,0.391666667,NA
604,604,o,M,24.441839,ADULT,0.010185185,0.021759259,0.223790323,0.196428571,0.246323529,2,0.322580645,0.419642857,11
605,605,o,F,18.134339,ADULT,0.0125,0.025347222,0.016129032,0,0.029411765,10,0.048387097,0.071428571,11
606,606,o,M,29.016356,ADULT,0.009606481,0.014814815,0.032258065,0,0.058823529,6,0.064516129,0.071428571,6
607,607,o,F,18.93882,ADULT,0.010185185,0.021759259,0.231854839,0.196428571,0.261029412,2,0.330645161,0.419642857,6
608,608,o,M,3.23,CHILD,0.013549354,0.021909594,0.148185484,0.158333333,0.138671875,5,0.213709677,0.295833333,NA
609,609,o,M,1,CHILD,0.013549354,0.021909594,0.148185484,0.158333333,0.138671875,5,0.213709677,0.295833333,NA
610,610,o,M,45,ADULT,0.003703704,0.00787037,0.080645161,0,0.147058824,5,0.080645161,0,NA
611,611,o,M,14.016703,CHILD,0.009686347,0.016605166,0.17641129,0.141666667,0.208984375,4,0.217741935,0.229166667,NA
612,612,o,F,12.14733,CHILD,0.009686347,0.016605166,0.17641129,0.141666667,0.208984375,4,0.217741935,0.229166667,NA
613,613,o,M,10,CHILD,0.009686347,0.016605166,0.17641129,0.141666667,0.208984375,4,0.217741935,0.229166667,NA
614,614,o,F,14.522645,CHILD,0.009686347,0.016605166,0.17641129,0.141666667,0.208984375,4,0.217741935,0.229166667,NA
615,615,o,F,14.47145,CHILD,0.009686347,0.016605166,0.17641129,0.141666667,0.208984375,4,0.217741935,0.229166667,NA
